Code,Group,Sub group,Section,Object,Title,NBS Code,NRM
PM_70_75_49,70,75,49,,Lightning protection installation test report,,
PM_70_75_65,70,75,65,,Pressure system installation test report,,
PM_70_75_68,70,75,68,,Public health installation test report,,
PM_70_75_85,70,75,85,,Surveillance equipment installation test report,,
PM_70_75_96,70,75,96,,Water distribution installation test report,,
PM_70_80,70,80,,,Commissioning information,00-80-70/340 Information for commissioning of services;,
PM_70_80_02,70,80,02,,Air distribution systems commissioning report,,
PM_70_80_15,70,80,15,,Control system commissioning report,,
PM_70_80_28,70,80,28,,Emergency lighting installation commissioning report,,
PM_70_80_30,70,80,30,,Fire system commissioning report,,
PM_70_80_47,70,80,47,,Lifts commissioning report,,
PM_70_80_48,70,80,48,,Lighting commissioning report,,
PM_70_80_77,70,80,77,,Security system commissioning report,,
PM_70_80_85,70,80,85,,Surveillance system installation commissioning report,,
PM_70_80_96,70,80,96,,Water distribution commissioning report,,
PM_70_85,70,85,,,Completion information,,
PM_70_85_13,70,85,13,,Building manual,00-80-70/240A The Building Manual;,
PM_70_85_14,70,85,14,,Contractor sign-off report,,
PM_70_85_15,70,85,15,,Construction to occupation transition strategy,,
PM_70_85_20,70,85,20,,Defects rectification report,00-60-70/540A Proposals for rectification of non-compliant products and executions;,
PM_70_85_25,70,85,25,,End user operating information,,
PM_70_85_30,70,85,30,,Final inspection report,00-70-70/890C Tests and inspection schedule;,
PM_70_85_33,70,85,33,,Handover board record of acceptance for occupation,,
PM_70_85_35,70,85,35,,Handover strategy,00-80-70/150E Completion in sections or parts;,
PM_70_85_40,70,85,40,,Health and safety file,00-80-70/250B The Health and Safety File;,
PM_70_85_45,70,85,45,,List of spares and consumables,00-80-70/410B Tools and consumables;,
PM_70_85_50,70,85,50,,Maintenance schedules,00-60-70/570A Maintenance record sheets;,
PM_70_85_52,70,85,52,,Manufacturer information,00-60-70/290B Manufacturer's recommendations and instructions;,
PM_70_85_55,70,85,55,,Operating instruction,,
PM_70_85_60,70,85,60,,Plant logbook,,
PM_70_85_62,70,85,62,,Pre-handover plan,,
PM_70_85_64,70,85,64,,Project completion report,00-80-70/200B Highway and sewer adoption;,
PM_70_85_70,70,85,70,,Remedial work completion report,,
PM_70_85_83,70,85,83,,Supplier directory,,
PM_70_85_90,70,85,90,,Training documentation,00-70-70/530 Training policy;,
PM_70_85_96,70,85,96,,Works completion certificate,00-80-70/100 Notice of completion;,
PM_70_90,70,90,,,Record information,00-60-70/220B Technical information;,
PM_70_90_04,70,90,04,,Architectural record drawings,,
PM_70_90_15,70,90,15,,Control system record drawings,,
PM_70_90_27,70,90,27,,Electrical systems record drawings,,
PM_70_90_30,70,90,30,,Fire system record drawings,,
PM_70_90_46,70,90,46,,Landscape record drawings,,
PM_70_90_52,70,90,52,,Mechanical systems record drawings,,
PM_70_90_68,70,90,68,,Public health system record drawings,,
PM_70_90_77,70,90,77,,Security system record drawings,,
PM_70_90_79,70,90,79,,Setting out records,,
PM_70_90_83,70,90,83,,Structural record drawings,,
PM_70_95,70,95,,,Project assurance information,,
PM_70_95_20,70,95,20,,Design compliance review report,,
PM_70_95_33,70,95,33,,Gateway review information,,
PM_70_95_34,70,95,34,,Governance strategy information,,
PM_70_95_58,70,95,58,,Option analysis support paper,,
PM_70_95_64,70,95,64,,Post-project evaluation information,,
PM_70_95_66,70,95,66,,Project Assurance Group (PAG) sign-off,,
PM_70_95_70,70,95,70,,Risk potential assessment,,
PM_80,80,,,,Asset management information,,
PM_80_10,80,10,,,"Asset strategy, planning and management information",,
PM_80_10_05,80,10,05,,Asset guarantee and warranty information,,
PM_80_10_10,80,10,10,,Asset register,,
PM_80_10_22,80,10,22,,Display energy certificate,,
PM_80_10_25,80,10,25,,Energy performance certificate,00-60-70/520B Building energy rating;,
PM_80_10_27,80,10,27,,Equipment schedule,,
PM_80_10_30,80,10,30,,Finishes information,,
PM_80_10_42,80,10,42,,Insurer's requirements,,
PM_80_10_50,80,10,50,,Maintenance requirements,00-70-70/920A Maintenance instructions and guarantees;,
PM_80_10_58,80,10,58,,Organization chart,,
PM_80_10_60,80,10,60,,Performance analysis,,
PM_80_10_63,80,10,63,,Plant and equipment service life report,,
PM_80_10_65,80,10,65,,Post-operational evaluation,,
PM_80_30,80,30,,,Asset life cycle cost information,,
PM_80_30_05,80,30,05,,Acquisition costs,,
PM_80_30_30,80,30,30,,Finance charges information,,
PM_80_30_50,80,30,50,,Maintenance and repair cost information,,
PM_80_30_60,80,30,60,,Office services cost information,,
PM_80_30_63,80,30,63,,Operational cost information,,
PM_80_30_70,80,30,70,,Replacement cost information,,
PM_80_30_80,80,30,80,,Staff cost information,,
PM_80_30_90,80,30,90,,Utilities cost information,,
PM_80_50,80,50,,,Emergency strategy information,,
PM_80_50_20,80,50,20,,Disaster recovery strategy,,
PM_80_50_25,80,50,25,,Disaster response strategy,,
PM_80_50_30,80,50,30,,Fire strategy,,
PM_80_50_80,80,50,80,,Security strategy,,
PM_80_60,80,60,,,Asset risk management information,,
PM_80_60_15,80,60,15,,Compliance risk management information,,
PM_80_60_30,80,60,30,,Financial risk management information,,
PM_80_60_50,80,60,50,,Health and safety risk management information,,
PM_80_60_60,80,60,60,,Operational risk management information,,
PM_80_60_65,80,60,65,,Performance risk management information,,
PM_80_60_70,80,60,70,,Residual risk information,,
